transaction_id,fiscal_year,txn_date,source_type,source_file,source_locator,account_owner,account_name,payment_method,card_last4,counterparty,description,amount,currency,cad_amount,fx_rate_to_cad,linked_document_ids,receipt_status,notes
tx-2025-bank-20250514-e761c50695,2025,2025-05-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=64,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***559,4000.00,CAD,4000.00,,,missing,
tx-2025-bank-20250514-d1ec4b25e2,2025,2025-05-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=65,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***mFY,787.50,CAD,787.50,,,missing,
tx-2025-bank-20250515-1d6609749b,2025,2025-05-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=66,corporate,TD Business Chequing,chequing,,TD Transfer,IJ391 TFR-TO 6084079,-4300.00,CAD,-4300.00,,doc-20250515-td-canada-trust-4300.00CAD-e7dd41eb2f,found,
tx-2025-bank-20250515-b6d7151527,2025,2025-05-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=67,corporate,TD Business Chequing,chequing,,TD Transfer,IJ401 TFR-TO C/C,-1155.28,CAD,-1155.28,,doc-20250515-td-canada-trust-1155.28CAD-1fca5a3c0b,found,
tx-2025-bank-20250520-b87eaa1ac8,2025,2025-05-20,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=68,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***tp8,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250522-d2bdc37597,2025,2025-05-22,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=69,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***cxX,2825.00,CAD,2825.00,,,missing,
tx-2025-bank-20250527-44f3e0b863,2025,2025-05-27,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=70,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***Tmd,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250530-6c48841f6a,2025,2025-05-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=71,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20250602-008a75f3ce,2025,2025-06-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=72,corporate,TD Business Chequing,chequing,,TD Transfer,UW302 TFR-TO 6084079,-2200.00,CAD,-2200.00,,doc-20250531-td-canada-trust-2200.00CAD-e0f53e5f7a,found,
tx-2025-bank-20250602-175528eff0,2025,2025-06-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=73,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***EXu,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250602-19544791ca,2025,2025-06-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=74,corporate,TD Business Chequing,chequing,,Tax payment/fee,TAX PYT FEE,-2.00,CAD,-2.00,,,not_applicable,
tx-2025-bank-20250613-580698b625,2025,2025-06-13,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=75,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***nJ2,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20250613-6d02b69b4a,2025,2025-06-13,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=76,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***hFU,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250616-3fba733bd3,2025,2025-06-16,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=77,corporate,TD Business Chequing,chequing,,TD Transfer,LJ295 TFR-TO 6084079,-6200.00,CAD,-6200.00,,doc-20250615-td-canada-trust-CAD-31ddfd129f,found,
tx-2025-bank-20250616-5fa407b98b,2025,2025-06-16,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=78,corporate,TD Business Chequing,chequing,,TD Transfer,LJ312 TFR-TO C/C,-1905.53,CAD,-1905.53,,doc-20250615-td-canada-trust-1905.53CAD-c0c8e8d432,found,
tx-2025-bank-20250617-ad1614c7ff,2025,2025-06-17,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=79,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***FbZ,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250623-3a26458440,2025,2025-06-23,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=80,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***ZJ9,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250630-aafb0bc3e6,2025,2025-06-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=81,corporate,TD Business Chequing,chequing,,TD Transfer,RJ272 TFR-TO 6084079,-2300.00,CAD,-2300.00,,doc-20250630-td-canada-trust-2300.00CAD-7dbe56ca2a,found,
tx-2025-bank-20250630-a50a74862a,2025,2025-06-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=82,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***Td7,2100.00,CAD,2100.00,,doc-20250630-kefelan-solutions-inc-2100.00CAD-8c3ddf8ff9,found,Linked evidence vendor: Kefelan Solutions Inc.
tx-2025-bank-20250630-7ce294e173,2025,2025-06-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=83,corporate,TD Business Chequing,chequing,,Tax payment/fee,TXINS 7843590    BUS,-2700.00,CAD,-2700.00,,,not_applicable,
tx-2025-bank-20250630-4d4e85a6fd,2025,2025-06-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=84,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20250702-742e6036c9,2025,2025-07-02,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=85,corporate,TD Business Chequing,chequing,,Tax payment/fee,TAX PYT FEE,-2.00,CAD,-2.00,,,not_applicable,
tx-2025-bank-20250707-a7849ad1e1,2025,2025-07-07,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=86,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***KHS,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250714-3ec0ad213c,2025,2025-07-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=87,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***gRh,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250714-c1bd99c707,2025,2025-07-14,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=88,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***yYS,6825.00,CAD,6825.00,,,missing,
tx-2025-bank-20250715-139697156c,2025,2025-07-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=89,corporate,TD Business Chequing,chequing,,TD Transfer,WI201 TFR-TO 6084079,-6200.00,CAD,-6200.00,,doc-20250715-td-canada-trust-6200.00CAD-2d062f3d96,found,
tx-2025-bank-20250715-568a4328de,2025,2025-07-15,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=90,corporate,TD Business Chequing,chequing,,TD Transfer,WI293 TFR-TO C/C,-2027.64,CAD,-2027.64,,doc-20250715-td-canada-trust-CAD-80909a7472,found,
tx-2025-bank-20250717-4c3528bb15,2025,2025-07-17,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=91,corporate,TD Business Chequing,chequing,,Interac e-Transfer,SEND E-TFR ***9bU,-2100.00,CAD,-2100.00,,,missing,
tx-2025-bank-20250723-dc31fe6bac,2025,2025-07-23,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=92,corporate,TD Business Chequing,chequing,,Interac e-Transfer,E-TRANSFER ***AC9,4200.00,CAD,4200.00,,,missing,
tx-2025-bank-20250728-2e1162d81a,2025,2025-07-28,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=93,corporate,TD Business Chequing,chequing,,Tax payment/fee,GST-P 5786280    BUS,-1500.00,CAD,-1500.00,,,not_applicable,
tx-2025-bank-20250730-051d08f2ca,2025,2025-07-30,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=94,corporate,TD Business Chequing,chequing,,TD Transfer,HJ544 TFR-TO 6084079,-2900.00,CAD,-2900.00,,doc-20250730-td-canada-trust-2900.00CAD-be8941f4fe,found,
tx-2025-bank-20250731-de280c02fe,2025,2025-07-31,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=95,corporate,TD Business Chequing,chequing,,Bank fee,MONTHLY PLAN FEE,-19.00,CAD,-19.00,,,not_applicable,
tx-2025-bank-20250801-aaeef6e186,2025,2025-08-01,bank_csv,FY2025/transactions/1_assets/TD_Business_accountactivity_20241225-20260208.csv,line=96,corporate,TD Business Chequing,chequing,,Tax payment/fee,TAX PYT FEE,-2.00,CAD,-2.00,,,not_applicable,
